Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"While Dudley and Vernon are preparing to drive into town to buy dinner jackets , Harry goes out into the garden in order to stay out of Harry 's Petunia 's way as Petunia is cleaning , singing happy birthday to Harry .","['Dudley', 'Vernon', 'town', 'Harry', 'garden', 'Harry', 'Petunia', 'Harry']","['Dudley:preparing', 'Vernon:preparing', 'town:drive', 'Harry:goes', 'garden:goes', 'Harry:stay', 'Petunia:cleaning', 'Harry:singing']","['jackets', 'birthday']","['jackets:buy', 'birthday:singing']",0.5719,"[(('goes', 'VBZ'), 'advcl', ('preparing', 'VBG')), (('preparing', 'VBG'), 'mark', ('While', 'IN')), (('preparing', 'VBG'), 'nsubj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'cc', ('and', 'CC')), (('Dudley', 'NNP'), 'conj', ('Vernon', 'NNP')), (('preparing', 'VBG'), 'aux', ('are', 'VBP')), (('preparing', 'VBG'), 'xcomp', ('drive', 'VB')), (('drive', 'VB'), 'mark', ('to', 'TO')), (('drive', 'VB'), 'nmod', ('town', 'NN')), (('town', 'NN'), 'case', ('into', 'IN')), (('drive', 'VB'), 'xcomp', ('buy', 'VB')), (('buy', 'VB'), 'mark', ('to', 'TO')), (('buy', 'VB'), 'dobj', ('jackets', 'NNS')), (('jackets', 'NNS'), 'compound', ('dinner', 'NN')), (('goes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('goes', 'VBZ'), 'compound:prt', ('out', 'RP')), (('goes', 'VBZ'), 'nmod', ('garden', 'NN')), (('garden', 'NN'), 'case', ('into', 'IN')), (('garden', 'NN'), 'det', ('the', 'DT')), (('goes', 'VBZ'), 'advcl', ('stay', 'VB')), (('stay', 'VB'), 'mark', ('in', 'IN')), (('in', 'IN'), 'mwe', ('order', 'NN')), (('stay', 'VB'), 'mark', ('to', 'TO')), (('stay', 'VB'), 'compound:prt', ('out', 'RP')), (('stay', 'VB'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('of', 'IN')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('Harry', 'NNP'), 'dep', ('way', 'NN')), (('way', 'NN'), 'nmod:poss', ('Petunia', 'NNP')), (('Petunia', 'NNP'), 'case', (""'s"", 'POS')), (('stay', 'VB'), 'advcl', ('cleaning', 'VBG')), (('cleaning', 'VBG'), 'mark', ('as', 'IN')), (('cleaning', 'VBG'), 'nsubj', ('Petunia', 'NNP')), (('cleaning', 'VBG'), 'aux', ('is', 'VBZ')), (('cleaning', 'VBG'), 'advcl', ('singing', 'VBG')), (('singing', 'VBG'), 'dobj', ('birthday', 'NN')), (('birthday', 'NN'), 'amod', ('happy', 'JJ')), (('singing', 'VBG'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO'))]"
"Harry stares into the hedge , and sits bolt upright when Harry sees Dobby staring back at Harry among the leaves .","['Harry', 'hedge', 'Harry', 'Harry', 'leaves']","['Harry:stares', 'hedge:stares', 'Harry:sees', 'Harry:staring', 'leaves:staring']","['upright', 'Dobby']","['upright:sits', 'Dobby:sees']",0.0,"[(('stares', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('stares', 'VBD'), 'nmod', ('hedge', 'NN')), (('hedge', 'NN'), 'case', ('into', 'IN')), (('hedge', 'NN'), 'det', ('the', 'DT')), (('stares', 'VBD'), 'cc', ('and', 'CC')), (('stares', 'VBD'), 'conj', ('sits', 'VBZ')), (('sits', 'VBZ'), 'dobj', ('upright', 'NN')), (('upright', 'NN'), 'compound', ('bolt', 'NN')), (('upright', 'NN'), 'acl:relcl', ('sees', 'VBZ')), (('sees', 'VBZ'), 'advmod', ('when', 'WRB')), (('sees', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('sees', 'VBZ'), 'dobj', ('Dobby', 'NNP')), (('Dobby', 'NNP'), 'acl', ('staring', 'VBG')), (('staring', 'VBG'), 'compound:prt', ('back', 'RP')), (('staring', 'VBG'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('at', 'IN')), (('staring', 'VBG'), 'nmod', ('leaves', 'NNS')), (('leaves', 'NNS'), 'case', ('among', 'IN')), (('leaves', 'NNS'), 'det', ('the', 'DT'))]"
"When Dudley comes waddling over and wishes Dudley 's cousin a happy birthday , mocking Dudley with the lack of celebrations .","['Dudley', 'lack', 'celebrations']","['Dudley:comes', 'lack:mocking', 'celebrations:lack']","['cousin', 'birthday', 'Dudley']","['cousin:wishes', 'birthday:comes', 'Dudley:mocking']",0.0772,"[(('mocking', 'VB'), 'advcl', ('comes', 'VBZ')), (('comes', 'VBZ'), 'advmod', ('When', 'WRB')), (('comes', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('comes', 'VBZ'), 'xcomp', ('waddling', 'VBG')), (('waddling', 'VBG'), 'compound:prt', ('over', 'RP')), (('comes', 'VBZ'), 'cc', ('and', 'CC')), (('comes', 'VBZ'), 'conj', ('wishes', 'VBZ')), (('wishes', 'VBZ'), 'dobj', ('cousin', 'NN')), (('cousin', 'NN'), 'nmod:poss', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', (""'s"", 'POS')), (('comes', 'VBZ'), 'dobj', ('birthday', 'NN')), (('birthday', 'NN'), 'det', ('a', 'DT')), (('birthday', 'NN'), 'amod', ('happy', 'JJ')), (('mocking', 'VB'), 'dobj', ('Dudley', 'NNP')), (('mocking', 'VB'), 'nmod', ('lack', 'NN')), (('lack', 'NN'), 'case', ('with', 'IN')), (('lack', 'NN'), 'det', ('the', 'DT')), (('lack', 'NN'), 'nmod', ('celebrations', 'NNS')), (('celebrations', 'NNS'), 'case', ('of', 'IN'))]"
"Harry gets annoyed and scares Harry away by pretending to think of a spell meant to bur the bush bare out loud , but Petunia comes out when Dudley calls for Petunia and beats Petunia 's nephew with a soapy frying pan .","['Harry', 'spell', 'bush', 'Petunia', 'Dudley', 'Petunia', 'pan']","['Harry:gets', 'spell:think', 'bush:bare', 'Petunia:comes', 'Dudley:calls', 'Petunia:calls', 'pan:beats']","['Harry', 'nephew']","['Harry:scares', 'nephew:beats']",-0.3182,"[(('gets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('gets', 'VBZ'), 'xcomp', ('annoyed', 'JJ')), (('gets', 'VBZ'), 'cc', ('and', 'CC')), (('gets', 'VBZ'), 'conj', ('scares', 'VBZ')), (('scares', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('scares', 'VBZ'), 'advcl', ('pretending', 'VBG')), (('pretending', 'VBG'), 'advmod', ('away', 'RB')), (('pretending', 'VBG'), 'mark', ('by', 'IN')), (('pretending', 'VBG'), 'xcomp', ('think', 'VB')), (('think', 'VB'), 'mark', ('to', 'TO')), (('think', 'VB'), 'nmod', ('spell', 'NN')), (('spell', 'NN'), 'case', ('of', 'IN')), (('spell', 'NN'), 'det', ('a', 'DT')), (('spell', 'NN'), 'acl', ('meant', 'VBN')), (('meant', 'VBN'), 'xcomp', ('bur', 'VB')), (('bur', 'VB'), 'mark', ('to', 'TO')), (('bur', 'VB'), 'xcomp', ('bare', 'JJ')), (('bare', 'JJ'), 'nsubj', ('bush', 'NN')), (('bush', 'NN'), 'det', ('the', 'DT')), (('bare', 'JJ'), 'advcl', ('loud', 'JJ')), (('loud', 'JJ'), 'case', ('out', 'IN')), (('gets', 'VBZ'), 'cc', ('but', 'CC')), (('gets', 'VBZ'), 'conj', ('comes', 'VBZ')), (('comes', 'VBZ'), 'nsubj', ('Petunia', 'NNP')), (('comes', 'VBZ'), 'compound:prt', ('out', 'RP')), (('comes', 'VBZ'), 'advcl', ('calls', 'VBZ')), (('calls', 'VBZ'), 'advmod', ('when', 'WRB')), (('calls', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('calls', 'VBZ'), 'nmod', ('Petunia', 'NNP')), (('Petunia', 'NNP'), 'case', ('for', 'IN')), (('calls', 'VBZ'), 'cc', ('and', 'CC')), (('calls', 'VBZ'), 'conj', ('beats', 'VBZ')), (('beats', 'VBZ'), 'dobj', ('nephew', 'NN')), (('nephew', 'NN'), 'nmod:poss', ('Petunia', 'NNP')), (('Petunia', 'NNP'), 'case', (""'s"", 'POS')), (('beats', 'VBZ'), 'nmod', ('pan', 'NN')), (('pan', 'NN'), 'case', ('with', 'IN')), (('pan', 'NN'), 'det', ('a', 'DT')), (('pan', 'NN'), 'amod', ('frying', 'JJ')), (('frying', 'JJ'), 'advmod', ('soapy', 'RB'))]"
"Petunia then gives Harry some chores to do while Dudley and Vernon are gone , and once Harry is finished , it 's almost a half-hour before MrMason and MrsMason are due to arrive .","['Petunia', 'it', 'MrMason', 'MrsMason']","['Petunia:gives', ""it:'s"", 'MrMason:due', 'MrsMason:due']","['chores', 'Dudley', 'Vernon', 'Harry']","['chores:gives', 'Dudley:gone', 'Vernon:gone', 'Harry:finished']",0.0,"[(('gives', 'VBZ'), 'nsubj', ('Petunia', 'NNP')), (('gives', 'VBZ'), 'advmod', ('then', 'RB')), (('gives', 'VBZ'), 'iobj', ('Harry', 'NNP')), (('gives', 'VBZ'), 'dobj', ('chores', 'NNS')), (('chores', 'NNS'), 'det', ('some', 'DT')), (('chores', 'NNS'), 'acl', ('do', 'VB')), (('do', 'VB'), 'mark', ('to', 'TO')), (('do', 'VB'), 'advcl', ('gone', 'VBN')), (('gone', 'VBN'), 'mark', ('while', 'IN')), (('gone', 'VBN'), 'nsubjpass', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'cc', ('and', 'CC')), (('Dudley', 'NNP'), 'conj', ('Vernon', 'NNP')), (('gone', 'VBN'), 'auxpass', ('are', 'VBP')), (('gives', 'VBZ'), 'cc', ('and', 'CC')), (('gives', 'VBZ'), 'conj', (""'s"", 'VBZ')), ((""'s"", 'VBZ'), 'advcl', ('finished', 'VBN')), (('finished', 'VBN'), 'mark', ('once', 'IN')), (('finished', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('finished', 'VBN'), 'auxpass', ('is', 'VBZ')), ((""'s"", 'VBZ'), 'nsubj', ('it', 'PRP')), ((""'s"", 'VBZ'), 'advcl', ('due', 'JJ')), (('due', 'JJ'), 'dep', ('half-hour', 'NN')), (('half-hour', 'NN'), 'advmod', ('almost', 'RB')), (('half-hour', 'NN'), 'det', ('a', 'DT')), (('due', 'JJ'), 'mark', ('before', 'IN')), (('due', 'JJ'), 'nsubj', ('MrMason', 'NNP')), (('MrMason', 'NNP'), 'cc', ('and', 'CC')), (('MrMason', 'NNP'), 'conj', ('MrsMason', 'NNP')), (('due', 'JJ'), 'cop', ('are', 'VBP')), (('due', 'JJ'), 'xcomp', ('arrive', 'VB')), (('arrive', 'VB'), 'mark', ('to', 'TO'))]"
"Harry goes up to Harry 's room without making a sound during the party as promised , but when Harry gets there , someone else is on Harry 's bed .","['Harry', 'room', 'party', 'Harry', 'someone']","['Harry:goes', 'room:goes', 'party:making', 'Harry:gets', 'someone:bed']",['sound'],['sound:making'],0.3818,"[(('goes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('goes', 'VBZ'), 'compound:prt', ('up', 'RP')), (('goes', 'VBZ'), 'nmod', ('room', 'NN')), (('room', 'NN'), 'case', ('to', 'TO')), (('room', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('goes', 'VBZ'), 'advcl', ('making', 'VBG')), (('making', 'VBG'), 'mark', ('without', 'IN')), (('making', 'VBG'), 'dobj', ('sound', 'NN')), (('sound', 'NN'), 'det', ('a', 'DT')), (('making', 'VBG'), 'nmod', ('party', 'NN')), (('party', 'NN'), 'case', ('during', 'IN')), (('party', 'NN'), 'det', ('the', 'DT')), (('making', 'VBG'), 'advcl', ('promised', 'VBD')), (('promised', 'VBD'), 'mark', ('as', 'IN')), (('goes', 'VBZ'), 'cc', ('but', 'CC')), (('goes', 'VBZ'), 'conj', ('bed', 'NN')), (('bed', 'NN'), 'advcl', ('gets', 'VBZ')), (('gets', 'VBZ'), 'advmod', ('when', 'WRB')), (('gets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('gets', 'VBZ'), 'advmod', ('there', 'RB')), (('bed', 'NN'), 'nsubj', ('someone', 'NN')), (('someone', 'NN'), 'advmod', ('else', 'RB')), (('bed', 'NN'), 'cop', ('is', 'VBZ')), (('bed', 'NN'), 'case', ('on', 'IN')), (('bed', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
"The thing on Dudley 's bed , a house elf named Dobby , tells Harry that Dudley must not go back to Hogwarts , as it will be dangerous because terrible things are going to happen there .","['thing', 'bed', 'elf', 'Dudley', 'Hogwarts', 'it', 'things']","['thing:tells', 'bed:thing', 'elf:named', 'Dudley:go', 'Hogwarts:go', 'it:dangerous', 'things:going']","['Dobby', 'Harry']","['Dobby:named', 'Harry:tells']",-0.7351,"[(('tells', 'VBZ'), 'nsubj', ('thing', 'NN')), (('thing', 'NN'), 'det', ('The', 'DT')), (('thing', 'NN'), 'nmod', ('bed', 'NN')), (('bed', 'NN'), 'case', ('on', 'IN')), (('bed', 'NN'), 'nmod:poss', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', (""'s"", 'POS')), (('tells', 'VBZ'), 'parataxis', ('named', 'VBD')), (('named', 'VBD'), 'nsubj', ('elf', 'NN')), (('elf', 'NN'), 'det', ('a', 'DT')), (('elf', 'NN'), 'compound', ('house', 'NN')), (('named', 'VBD'), 'dobj', ('Dobby', 'NNP')), (('tells', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('go', 'VB')), (('go', 'VB'), 'mark', ('that', 'IN')), (('go', 'VB'), 'nsubj', ('Dudley', 'NNP')), (('go', 'VB'), 'aux', ('must', 'MD')), (('go', 'VB'), 'neg', ('not', 'RB')), (('go', 'VB'), 'compound:prt', ('back', 'RP')), (('go', 'VB'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('to', 'TO')), (('tells', 'VBZ'), 'advcl', ('dangerous', 'JJ')), (('dangerous', 'JJ'), 'mark', ('as', 'IN')), (('dangerous', 'JJ'), 'nsubj', ('it', 'PRP')), (('dangerous', 'JJ'), 'aux', ('will', 'MD')), (('dangerous', 'JJ'), 'cop', ('be', 'VB')), (('dangerous', 'JJ'), 'advcl', ('going', 'VBG')), (('going', 'VBG'), 'mark', ('because', 'IN')), (('going', 'VBG'), 'nsubj', ('things', 'NNS')), (('things', 'NNS'), 'amod', ('terrible', 'JJ')), (('going', 'VBG'), 'aux', ('are', 'VBP')), (('going', 'VBG'), 'xcomp', ('happen', 'VB')), (('happen', 'VB'), 'mark', ('to', 'TO')), (('happen', 'VB'), 'advmod', ('there', 'RB'))]"
"The elf , however , ca n't tell Dudley what things , and continues to be vague because every time Dudley gets close to letting something slip Dudley starts hurting Dudley .","['elf', 'time', 'Dudley', 'Dudley']","['elf:tell', 'time:slip', 'Dudley:gets', 'Dudley:starts']","['Dudley', 'something', 'Dudley']","['Dudley:tell', 'something:letting', 'Dudley:hurting']",-0.4767,"[(('tell', 'VB'), 'nsubj', ('elf', 'NN')), (('elf', 'NN'), 'det', ('The', 'DT')), (('tell', 'VB'), 'advmod', ('however', 'RB')), (('tell', 'VB'), 'aux', ('ca', 'MD')), (('tell', 'VB'), 'neg', (""n't"", 'RB')), (('tell', 'VB'), 'dobj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'acl:relcl', ('things', 'NNS')), (('things', 'NNS'), 'dep', ('what', 'WP')), (('tell', 'VB'), 'cc', ('and', 'CC')), (('tell', 'VB'), 'conj', ('continues', 'VBZ')), (('continues', 'VBZ'), 'xcomp', ('vague', 'JJ')), (('vague', 'JJ'), 'mark', ('to', 'TO')), (('vague', 'JJ'), 'cop', ('be', 'VB')), (('vague', 'JJ'), 'advcl', ('slip', 'VBP')), (('slip', 'VBP'), 'mark', ('because', 'IN')), (('slip', 'VBP'), 'nsubj', ('time', 'NN')), (('time', 'NN'), 'det', ('every', 'DT')), (('time', 'NN'), 'acl:relcl', ('gets', 'VBZ')), (('gets', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('gets', 'VBZ'), 'xcomp', ('close', 'JJ')), (('close', 'JJ'), 'advcl', ('letting', 'VBG')), (('letting', 'VBG'), 'mark', ('to', 'TO')), (('letting', 'VBG'), 'dobj', ('something', 'NN')), (('slip', 'VBP'), 'ccomp', ('starts', 'VBZ')), (('starts', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('starts', 'VBZ'), 'xcomp', ('hurting', 'VBG')), (('hurting', 'VBG'), 'dobj', ('Dudley', 'NNP'))]"
"In the process , Dudley makes a lot of noise , which is noticed by the group downstairs .","['process', 'Dudley', 'noise', 'downstairs']","['process:makes', 'Dudley:makes', 'noise:lot', 'downstairs:noticed']",['lot'],['lot:makes'],0.0,"[(('makes', 'VBZ'), 'nmod', ('process', 'NN')), (('process', 'NN'), 'case', ('In', 'IN')), (('process', 'NN'), 'det', ('the', 'DT')), (('makes', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('makes', 'VBZ'), 'dobj', ('lot', 'NN')), (('lot', 'NN'), 'det', ('a', 'DT')), (('lot', 'NN'), 'nmod', ('noise', 'NN')), (('noise', 'NN'), 'case', ('of', 'IN')), (('noise', 'NN'), 'acl:relcl', ('noticed', 'VBN')), (('noticed', 'VBN'), 'nsubjpass', ('which', 'WDT')), (('noticed', 'VBN'), 'auxpass', ('is', 'VBZ')), (('noticed', 'VBN'), 'nmod', ('downstairs', 'NNS')), (('downstairs', 'NNS'), 'case', ('by', 'IN')), (('downstairs', 'NNS'), 'det', ('the', 'DT')), (('downstairs', 'NNS'), 'compound', ('group', 'NN'))]"
"When Dudley hears Vernon coming upstairs -LRB- claiming that Dudley must have left the TV upstairs on -RRB- , Harry hides the elf in Harry 's closet right before Vernon comes in and scolds Harry 's nephew for making such a racket which has messed up the punchline of Dudley 's `` Japanese golfer joke '' .","['Dudley', 'Dudley', 'Harry', 'right', 'Vernon', 'joke']","['Dudley:hears', 'Dudley:left', 'Harry:hides', 'right:hides', 'Vernon:comes', 'joke:punchline']","['Vernon', 'TV', 'elf', 'nephew', 'racket', 'punchline']","['Vernon:hears', 'TV:left', 'elf:hides', 'nephew:hides', 'racket:making', 'punchline:messed']",-0.2263,"[(('hides', 'VBD'), 'advcl', ('hears', 'VBZ')), (('hears', 'VBZ'), 'advmod', ('When', 'WRB')), (('hears', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('hears', 'VBZ'), 'dobj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'acl', ('coming', 'VBG')), (('coming', 'VBG'), 'advmod', ('upstairs', 'NN')), (('hears', 'VBZ'), 'parataxis', ('claiming', 'VBG')), (('claiming', 'VBG'), 'ccomp', ('left', 'VBN')), (('left', 'VBN'), 'mark', ('that', 'IN')), (('left', 'VBN'), 'nsubj', ('Dudley', 'NNP')), (('left', 'VBN'), 'aux', ('must', 'MD')), (('left', 'VBN'), 'aux', ('have', 'VB')), (('left', 'VBN'), 'dobj', ('TV', 'NN')), (('TV', 'NN'), 'det', ('the', 'DT')), (('left', 'VBN'), 'advmod', ('upstairs', 'NN')), (('upstairs', 'NN'), 'case', ('on', 'IN')), (('hides', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('hides', 'VBD'), 'dobj', ('elf', 'NN')), (('elf', 'NN'), 'det', ('the', 'DT')), (('hides', 'VBD'), 'nmod', ('right', 'NN')), (('right', 'NN'), 'case', ('in', 'IN')), (('right', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('right', 'NN'), 'compound', ('closet', 'NN')), (('hides', 'VBD'), 'advcl', ('comes', 'VBZ')), (('comes', 'VBZ'), 'mark', ('before', 'IN')), (('comes', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('comes', 'VBZ'), 'compound:prt', ('in', 'RP')), (('hides', 'VBD'), 'cc', ('and', 'CC')), (('hides', 'VBD'), 'conj', ('scolds', 'VBZ')), (('hides', 'VBD'), 'dobj', ('nephew', 'NN')), (('nephew', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('hides', 'VBD'), 'advcl', ('making', 'VBG')), (('making', 'VBG'), 'mark', ('for', 'IN')), (('making', 'VBG'), 'dobj', ('racket', 'NN')), (('racket', 'NN'), 'det:predet', ('such', 'PDT')), (('racket', 'NN'), 'det', ('a', 'DT')), (('racket', 'NN'), 'acl:relcl', ('messed', 'VBN')), (('messed', 'VBN'), 'nsubj', ('which', 'WDT')), (('messed', 'VBN'), 'aux', ('has', 'VBZ')), (('messed', 'VBN'), 'compound:prt', ('up', 'RP')), (('messed', 'VBN'), 'dobj', ('punchline', 'NN')), (('punchline', 'NN'), 'det', ('the', 'DT')), (('punchline', 'NN'), 'nmod', ('joke', 'NN')), (('joke', 'NN'), 'case', ('of', 'IN')), (('joke', 'NN'), 'nmod:poss', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', (""'s"", 'POS')), (('joke', 'NN'), 'amod', ('Japanese', 'JJ')), (('joke', 'NN'), 'compound', ('golfer', 'NN'))]"
"Dudley lets Dobby out as soon as Dudley 's uncle leaves , and insists that Dudley has to go back to Hogwarts since that 's where Dudley has friends despite them not writing to Dudley .","['Dudley', 'uncle', 'Dudley', 'Hogwarts', 'Dudley', 'them', 'Dudley']","['Dudley:lets', 'uncle:leaves', 'Dudley:has', 'Hogwarts:go', 'Dudley:has', 'them:has', 'Dudley:writing']","['Dobby', 'friends']","['Dobby:lets', 'friends:has']",0.4767,"[(('lets', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('lets', 'VBZ'), 'dobj', ('Dobby', 'NNP')), (('lets', 'VBZ'), 'compound:prt', ('out', 'RP')), (('lets', 'VBZ'), 'advcl', ('leaves', 'VBZ')), (('leaves', 'VBZ'), 'advmod', ('soon', 'RB')), (('soon', 'RB'), 'advmod', ('as', 'RB')), (('leaves', 'VBZ'), 'mark', ('as', 'IN')), (('leaves', 'VBZ'), 'nsubj', ('uncle', 'NN')), (('uncle', 'NN'), 'nmod:poss', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', (""'s"", 'POS')), (('leaves', 'VBZ'), 'cc', ('and', 'CC')), (('leaves', 'VBZ'), 'conj', ('insists', 'VBZ')), (('lets', 'VBZ'), 'ccomp', ('has', 'VBZ')), (('has', 'VBZ'), 'mark', ('that', 'IN')), (('has', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('has', 'VBZ'), 'xcomp', ('go', 'VB')), (('go', 'VB'), 'mark', ('to', 'TO')), (('go', 'VB'), 'compound:prt', ('back', 'RP')), (('go', 'VB'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('to', 'TO')), (('go', 'VB'), 'advcl', (""'s"", 'VBZ')), ((""'s"", 'VBZ'), 'mark', ('since', 'IN')), ((""'s"", 'VBZ'), 'nsubj', ('that', 'DT')), ((""'s"", 'VBZ'), 'advcl', ('has', 'VBZ')), (('has', 'VBZ'), 'advmod', ('where', 'WRB')), (('has', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('has', 'VBZ'), 'dobj', ('friends', 'NNS')), (('has', 'VBZ'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('despite', 'IN')), (('them', 'PRP'), 'acl', ('writing', 'VBG')), (('writing', 'VBG'), 'neg', ('not', 'RB')), (('writing', 'VBG'), 'nmod', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'case', ('to', 'TO'))]"
"But to Dobby then reveals that Dudley has stopped letters being sent to Harry , and offers them to Dudley if Harry will stay away from Hogwarts .","['Dudley', 'Harry', 'Harry', 'Hogwarts']","['Dudley:stopped', 'Harry:sent', 'Harry:stay', 'Hogwarts:stay']","['letters', 'them']","['letters:stopped', 'them:offers']",-0.3291,"[(('reveals', 'VBZ'), 'cc', ('But', 'CC')), (('reveals', 'VBZ'), 'csubj', ('Dobby', 'VB')), (('Dobby', 'VB'), 'mark', ('to', 'TO')), (('Dobby', 'VB'), 'advmod', ('then', 'RB')), (('reveals', 'VBZ'), 'ccomp', ('stopped', 'VBN')), (('stopped', 'VBN'), 'mark', ('that', 'IN')), (('stopped', 'VBN'), 'nsubj', ('Dudley', 'NNP')), (('stopped', 'VBN'), 'aux', ('has', 'VBZ')), (('stopped', 'VBN'), 'dobj', ('letters', 'NNS')), (('letters', 'NNS'), 'acl', ('sent', 'VBN')), (('sent', 'VBN'), 'auxpass', ('being', 'VBG')), (('sent', 'VBN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('stopped', 'VBN'), 'cc', ('and', 'CC')), (('stopped', 'VBN'), 'conj', ('offers', 'VBZ')), (('offers', 'VBZ'), 'dobj', ('them', 'PRP')), (('offers', 'VBZ'), 'xcomp', ('Dudley', 'VB')), (('Dudley', 'VB'), 'mark', ('to', 'TO')), (('Dudley', 'VB'), 'advcl', ('stay', 'VB')), (('stay', 'VB'), 'mark', ('if', 'IN')), (('stay', 'VB'), 'nsubj', ('Harry', 'NNP')), (('stay', 'VB'), 'aux', ('will', 'MD')), (('stay', 'VB'), 'compound:prt', ('away', 'RP')), (('stay', 'VB'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('from', 'IN'))]"
"Harry refuses and , making a frustrated Dobby run downstairs and use a Hover Charm to smash the dinner party 's pudding .",['Harry'],['Harry:refuses'],"['run', 'Charm', 'pudding']","['run:making', 'Charm:use', 'pudding:smash']",0.25,"[(('refuses', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('refuses', 'VBZ'), 'cc', ('and', 'CC')), (('refuses', 'VBZ'), 'dep', ('downstairs', 'VBZ')), (('downstairs', 'VBZ'), 'csubj', ('making', 'VBG')), (('making', 'VBG'), 'dobj', ('run', 'NN')), (('run', 'NN'), 'det', ('a', 'DT')), (('run', 'NN'), 'amod', ('frustrated', 'JJ')), (('run', 'NN'), 'compound', ('Dobby', 'NNP')), (('downstairs', 'VBZ'), 'cc', ('and', 'CC')), (('downstairs', 'VBZ'), 'conj', ('use', 'VBP')), (('use', 'VBP'), 'dobj', ('Charm', 'NNP')), (('Charm', 'NNP'), 'det', ('a', 'DT')), (('Charm', 'NNP'), 'compound', ('Hover', 'NNP')), (('use', 'VBP'), 'advcl', ('smash', 'VB')), (('smash', 'VB'), 'mark', ('to', 'TO')), (('smash', 'VB'), 'dobj', ('pudding', 'NN')), (('pudding', 'NN'), 'nmod:poss', ('party', 'NN')), (('party', 'NN'), 'det', ('the', 'DT')), (('party', 'NN'), 'compound', ('dinner', 'NN')), (('party', 'NN'), 'case', (""'s"", 'POS'))]"
