Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"According to Hermione , Hermione and Hermione 's parents are currently spending the holiday in France .","['Hermione', 'Hermione', 'parents', 'France']","['Hermione:spending', 'Hermione:spending', 'parents:spending', 'France:holiday']",['holiday'],['holiday:spending'],0.4019,"[(('spending', 'VBG'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('According', 'VBG')), (('According', 'VBG'), 'mwe', ('to', 'TO')), (('spending', 'VBG'), 'nsubj', ('parents', 'NNS')), (('parents', 'NNS'), 'nmod:poss', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'cc', ('and', 'CC')), (('Hermione', 'NNP'), 'conj', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', (""'s"", 'POS')), (('spending', 'VBG'), 'aux', ('are', 'VBP')), (('spending', 'VBG'), 'advmod', ('currently', 'RB')), (('spending', 'VBG'), 'dobj', ('holiday', 'NN')), (('holiday', 'NN'), 'det', ('the', 'DT')), (('holiday', 'NN'), 'nmod', ('France', 'NNP')), (('France', 'NNP'), 'case', ('in', 'IN'))]"
"Also , both Ronald and Hermione mention in their letters they will be in London on the last week before term to pick up their school supplies and want Harry to join them .","['Ronald', 'Hermione', 'letters', 'they', 'week', 'term']","['Ronald:mention', 'Hermione:mention', 'letters:London', 'they:London', 'week:London', 'term:week']","['supplies', 'Harry', 'them']","['supplies:pick', 'Harry:want', 'them:join']",0.3612,"[(('mention', 'VBP'), 'advmod', ('Also', 'RB')), (('mention', 'VBP'), 'nsubj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'cc:preconj', ('both', 'DT')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('Hermione', 'NNP')), (('mention', 'VBP'), 'ccomp', ('London', 'NNP')), (('London', 'NNP'), 'nmod', ('letters', 'NNS')), (('letters', 'NNS'), 'case', ('in', 'IN')), (('letters', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('London', 'NNP'), 'nsubj', ('they', 'PRP')), (('London', 'NNP'), 'aux', ('will', 'MD')), (('London', 'NNP'), 'cop', ('be', 'VB')), (('London', 'NNP'), 'case', ('in', 'IN')), (('London', 'NNP'), 'nmod', ('week', 'NN')), (('week', 'NN'), 'case', ('on', 'IN')), (('week', 'NN'), 'det', ('the', 'DT')), (('week', 'NN'), 'amod', ('last', 'JJ')), (('week', 'NN'), 'nmod', ('term', 'NN')), (('term', 'NN'), 'case', ('before', 'IN')), (('London', 'NNP'), 'xcomp', ('pick', 'VB')), (('pick', 'VB'), 'mark', ('to', 'TO')), (('pick', 'VB'), 'compound:prt', ('up', 'RP')), (('pick', 'VB'), 'dobj', ('supplies', 'NNS')), (('supplies', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('supplies', 'NNS'), 'compound', ('school', 'NN')), (('pick', 'VB'), 'cc', ('and', 'CC')), (('pick', 'VB'), 'conj', ('want', 'VB')), (('want', 'VB'), 'dobj', ('Harry', 'NNP')), (('want', 'VB'), 'xcomp', ('join', 'VB')), (('join', 'VB'), 'mark', ('to', 'TO')), (('join', 'VB'), 'dobj', ('them', 'PRP'))]"
Rubeus hints in Rubeus 's letter the book Rubeus sent Harry will come in handy next term but Rubeus wants the reason for it to be a surprise until the term starts .,"['Rubeus', 'letter', 'Rubeus', 'Harry', 'term', 'Rubeus', 'it', 'term']","['Rubeus:hints', 'letter:hints', 'Rubeus:sent', 'Harry:come', 'term:come', 'Rubeus:wants', 'it:reason', 'term:starts']",['reason'],['reason:wants'],0.3919,"[(('hints', 'VBZ'), 'nsubj', ('Rubeus', 'NNS')), (('hints', 'VBZ'), 'nmod', ('letter', 'NN')), (('letter', 'NN'), 'case', ('in', 'IN')), (('letter', 'NN'), 'nmod:poss', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', (""'s"", 'POS')), (('letter', 'NN'), 'acl:relcl', ('sent', 'VBD')), (('sent', 'VBD'), 'nsubj', ('Rubeus', 'NNS')), (('Rubeus', 'NNS'), 'det', ('the', 'DT')), (('Rubeus', 'NNS'), 'compound', ('book', 'NN')), (('sent', 'VBD'), 'ccomp', ('come', 'VB')), (('come', 'VB'), 'nsubj', ('Harry', 'NNP')), (('come', 'VB'), 'aux', ('will', 'MD')), (('come', 'VB'), 'nmod', ('term', 'NN')), (('term', 'NN'), 'case', ('in', 'IN')), (('term', 'NN'), 'amod', ('handy', 'JJ')), (('term', 'NN'), 'amod', ('next', 'JJ')), (('hints', 'VBZ'), 'cc', ('but', 'CC')), (('hints', 'VBZ'), 'conj', ('wants', 'VBZ')), (('wants', 'VBZ'), 'nsubj', ('Rubeus', 'NNP')), (('wants', 'VBZ'), 'dobj', ('reason', 'NN')), (('reason', 'NN'), 'det', ('the', 'DT')), (('reason', 'NN'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('for', 'IN')), (('wants', 'VBZ'), 'xcomp', ('surprise', 'NN')), (('surprise', 'NN'), 'mark', ('to', 'TO')), (('surprise', 'NN'), 'cop', ('be', 'VB')), (('surprise', 'NN'), 'det', ('a', 'DT')), (('surprise', 'NN'), 'advcl', ('starts', 'VBZ')), (('starts', 'VBZ'), 'mark', ('until', 'IN')), (('starts', 'VBZ'), 'nsubj', ('term', 'NN')), (('term', 'NN'), 'det', ('the', 'DT'))]"
"Another letter from Minerva arrives , saying that third years are allowed to visit the village of Hogsmeade and that their guardian needs to sign the permission form in order for them to do so .","['letter', 'Minerva', 'Hogsmeade', 'guardian', 'them']","['letter:arrives', 'Minerva:letter', 'Hogsmeade:village', 'guardian:needs', 'them:do']","['years', 'village', 'form']","['years:allowed', 'village:visit', 'form:sign']",0.0,"[(('arrives', 'VBZ'), 'nsubj', ('letter', 'NN')), (('letter', 'NN'), 'det', ('Another', 'DT')), (('letter', 'NN'), 'nmod', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', ('from', 'IN')), (('arrives', 'VBZ'), 'xcomp', ('saying', 'VBG')), (('saying', 'VBG'), 'ccomp', ('allowed', 'VBN')), (('allowed', 'VBN'), 'mark', ('that', 'IN')), (('allowed', 'VBN'), 'nsubjpass', ('years', 'NNS')), (('years', 'NNS'), 'amod', ('third', 'JJ')), (('allowed', 'VBN'), 'auxpass', ('are', 'VBP')), (('allowed', 'VBN'), 'xcomp', ('visit', 'VB')), (('visit', 'VB'), 'mark', ('to', 'TO')), (('visit', 'VB'), 'dobj', ('village', 'NN')), (('village', 'NN'), 'det', ('the', 'DT')), (('village', 'NN'), 'nmod', ('Hogsmeade', 'NNP')), (('Hogsmeade', 'NNP'), 'case', ('of', 'IN')), (('allowed', 'VBN'), 'cc', ('and', 'CC')), (('allowed', 'VBN'), 'conj', ('needs', 'VBZ')), (('needs', 'VBZ'), 'mark', ('that', 'IN')), (('needs', 'VBZ'), 'nsubj', ('guardian', 'NN')), (('guardian', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('needs', 'VBZ'), 'xcomp', ('sign', 'VB')), (('sign', 'VB'), 'mark', ('to', 'TO')), (('sign', 'VB'), 'dobj', ('form', 'NN')), (('form', 'NN'), 'det', ('the', 'DT')), (('form', 'NN'), 'compound', ('permission', 'NN')), (('sign', 'VB'), 'advcl', ('in', 'IN')), (('in', 'IN'), 'mwe', ('order', 'NN')), (('sign', 'VB'), 'advcl', ('do', 'VB')), (('do', 'VB'), 'mark', ('for', 'IN')), (('do', 'VB'), 'nsubj', ('them', 'PRP')), (('do', 'VB'), 'mark', ('to', 'TO')), (('do', 'VB'), 'advmod', ('so', 'RB'))]"
"When Harry awakes the next morning , Harry goes downstairs hoping to watch TV .","['Harry', 'Harry']","['Harry:awakes', 'Harry:goes']","['downstairs', 'TV']","['downstairs:goes', 'TV:watch']",0.4215,"[(('goes', 'VBZ'), 'advcl', ('awakes', 'VBZ')), (('awakes', 'VBZ'), 'advmod', ('When', 'WRB')), (('awakes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('awakes', 'VBZ'), 'nmod:tmod', ('morning', 'NN')), (('morning', 'NN'), 'det', ('the', 'DT')), (('morning', 'NN'), 'amod', ('next', 'JJ')), (('goes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('goes', 'VBZ'), 'dobj', ('downstairs', 'NNS')), (('downstairs', 'NNS'), 'acl', ('hoping', 'VBG')), (('hoping', 'VBG'), 'xcomp', ('watch', 'VB')), (('watch', 'VB'), 'mark', ('to', 'TO')), (('watch', 'VB'), 'dobj', ('TV', 'NN'))]"
"Unfortunately for Harry , Harry finds Harry 's Vernon and Dudley already watching the news and sits down with them unnoticed as the channel 's anchorman is halfway through the report on word from the Muggle Prime Minister out on the London streets of an escaped convict , Sirius , who Vernon comments looks like Harry came from an asylum rather than a prison .","['Harry', 'Harry', 'them', 'anchorman', 'word', 'Minister', 'streets', 'convict', 'comments', 'Harry', 'asylum', 'prison']","['Harry:finds', 'Harry:finds', 'them:down', 'anchorman:report', 'word:report', 'Minister:word', 'streets:out', 'convict:streets', 'comments:looks', 'Harry:came', 'asylum:came', 'prison:came']","['Vernon', 'Dudley', 'news']","['Vernon:finds', 'Dudley:finds', 'news:watching']",-0.4939,"[(('finds', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'advmod', ('Unfortunately', 'RB')), (('Harry', 'NNP'), 'case', ('for', 'IN')), (('finds', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('finds', 'VBZ'), 'dobj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Dudley', 'NNP')), (('Dudley', 'NNP'), 'acl', ('watching', 'VBG')), (('watching', 'VBG'), 'advmod', ('already', 'RB')), (('watching', 'VBG'), 'dobj', ('news', 'NN')), (('news', 'NN'), 'det', ('the', 'DT')), (('finds', 'VBZ'), 'cc', ('and', 'CC')), (('finds', 'VBZ'), 'conj', ('sits', 'VBZ')), (('sits', 'VBZ'), 'xcomp', ('unnoticed', 'JJ')), (('unnoticed', 'JJ'), 'advmod', ('down', 'RB')), (('down', 'RB'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('with', 'IN')), (('unnoticed', 'JJ'), 'dep', ('report', 'NN')), (('report', 'NN'), 'mark', ('as', 'IN')), (('report', 'NN'), 'nsubj', ('anchorman', 'NN')), (('anchorman', 'NN'), 'nmod:poss', ('channel', 'NN')), (('channel', 'NN'), 'det', ('the', 'DT')), (('channel', 'NN'), 'case', (""'s"", 'POS')), (('report', 'NN'), 'cop', ('is', 'VBZ')), (('report', 'NN'), 'advmod', ('halfway', 'RB')), (('report', 'NN'), 'case', ('through', 'IN')), (('report', 'NN'), 'det', ('the', 'DT')), (('report', 'NN'), 'nmod', ('word', 'NN')), (('word', 'NN'), 'case', ('on', 'IN')), (('word', 'NN'), 'nmod', ('Minister', 'NNP')), (('Minister', 'NNP'), 'case', ('from', 'IN')), (('Minister', 'NNP'), 'det', ('the', 'DT')), (('Minister', 'NNP'), 'compound', ('Muggle', 'NNP')), (('Minister', 'NNP'), 'compound', ('Prime', 'NNP')), (('unnoticed', 'JJ'), 'advmod', ('out', 'IN')), (('out', 'IN'), 'nmod', ('streets', 'NNS')), (('streets', 'NNS'), 'case', ('on', 'IN')), (('streets', 'NNS'), 'det', ('the', 'DT')), (('streets', 'NNS'), 'compound', ('London', 'NNP')), (('streets', 'NNS'), 'nmod', ('convict', 'NN')), (('convict', 'NN'), 'case', ('of', 'IN')), (('convict', 'NN'), 'det', ('an', 'DT')), (('convict', 'NN'), 'amod', ('escaped', 'JJ')), (('convict', 'NN'), 'appos', ('Sirius', 'NNP')), (('convict', 'NN'), 'acl:relcl', ('looks', 'VBZ')), (('looks', 'VBZ'), 'dobj', ('who', 'WP')), (('looks', 'VBZ'), 'nsubj', ('comments', 'NNS')), (('comments', 'NNS'), 'compound', ('Vernon', 'NNP')), (('looks', 'VBZ'), 'advcl', ('came', 'VBD')), (('came', 'VBD'), 'mark', ('like', 'IN')), (('came', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('came', 'VBD'), 'nmod', ('asylum', 'NN')), (('asylum', 'NN'), 'case', ('from', 'IN')), (('asylum', 'NN'), 'det', ('an', 'DT')), (('asylum', 'NN'), 'cc', ('rather', 'RB')), (('rather', 'RB'), 'mwe', ('than', 'IN')), (('asylum', 'NN'), 'conj', ('prison', 'NN')), (('prison', 'NN'), 'det', ('a', 'DT'))]"
"This is obviously because the mental state of Sirius 's gaunt face and elbow-length hair is almost like comparing Harry to Harry , who luckily feels well groomed .","['state', 'face', 'hair', 'Harry']","['state:almost', 'face:state', 'hair:state', 'Harry:comparing']",['Harry'],['Harry:comparing'],0.7655,"[(('is', 'VBZ'), 'nsubj', ('This', 'DT')), (('is', 'VBZ'), 'advmod', ('obviously', 'RB')), (('is', 'VBZ'), 'advcl', ('almost', 'RB')), (('almost', 'RB'), 'mark', ('because', 'IN')), (('almost', 'RB'), 'nsubj', ('state', 'NN')), (('state', 'NN'), 'det', ('the', 'DT')), (('state', 'NN'), 'amod', ('mental', 'JJ')), (('state', 'NN'), 'nmod', ('face', 'NN')), (('face', 'NN'), 'case', ('of', 'IN')), (('face', 'NN'), 'nmod:poss', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', (""'s"", 'POS')), (('face', 'NN'), 'amod', ('gaunt', 'JJ')), (('face', 'NN'), 'cc', ('and', 'CC')), (('face', 'NN'), 'conj', ('hair', 'NN')), (('hair', 'NN'), 'amod', ('elbow-length', 'JJ')), (('almost', 'RB'), 'cop', ('is', 'VBZ')), (('almost', 'RB'), 'advcl', ('comparing', 'VBG')), (('comparing', 'VBG'), 'mark', ('like', 'IN')), (('comparing', 'VBG'), 'dobj', ('Harry', 'NNP')), (('comparing', 'VBG'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('Harry', 'NNP'), 'acl:relcl', ('feels', 'VBZ')), (('feels', 'VBZ'), 'nsubj', ('who', 'WP')), (('feels', 'VBZ'), 'advmod', ('luckily', 'RB')), (('feels', 'VBZ'), 'xcomp', ('groomed', 'JJ')), (('groomed', 'JJ'), 'advmod', ('well', 'RB'))]"
"The reporter then transitions to his report on the Ministry of Agriculture and Fisheries ' announcement without implying beforehand which prison or asylum Sirius has escaped from , much to Vernon 's confusion .","['reporter', 'report', 'Ministry', 'announcement', 'Agriculture', 'Sirius', 'confusion']","['reporter:transitions', 'report:transitions', 'Ministry:report', 'announcement:report', 'Agriculture:Ministry', 'Sirius:escaped', 'confusion:much']",[],[],-0.6705,"[(('transitions', 'VBZ'), 'nsubj', ('reporter', 'NN')), (('reporter', 'NN'), 'det', ('The', 'DT')), (('transitions', 'VBZ'), 'advmod', ('then', 'RB')), (('transitions', 'VBZ'), 'nmod', ('report', 'NN')), (('report', 'NN'), 'case', ('to', 'TO')), (('report', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('report', 'NN'), 'nmod', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'case', ('on', 'IN')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('Ministry', 'NNP'), 'nmod', ('Agriculture', 'NNP')), (('Agriculture', 'NNP'), 'case', ('of', 'IN')), (('Ministry', 'NNP'), 'cc', ('and', 'CC')), (('Ministry', 'NNP'), 'conj', ('announcement', 'NN')), (('announcement', 'NN'), 'nmod:poss', ('Fisheries', 'NNPS')), (('Fisheries', 'NNPS'), 'case', (""'"", 'POS')), (('transitions', 'VBZ'), 'advcl', ('implying', 'VBG')), (('implying', 'VBG'), 'mark', ('without', 'IN')), (('implying', 'VBG'), 'advmod', ('beforehand', 'RB')), (('implying', 'VBG'), 'ccomp', ('escaped', 'VBN')), (('escaped', 'VBN'), 'nmod', ('which', 'WDT')), (('which', 'WDT'), 'case', ('from', 'IN')), (('escaped', 'VBN'), 'nsubj', ('Sirius', 'NNS')), (('Sirius', 'NNS'), 'compound', ('prison', 'NN')), (('prison', 'NN'), 'cc', ('or', 'CC')), (('prison', 'NN'), 'conj', ('asylum', 'NN')), (('escaped', 'VBN'), 'aux', ('has', 'VBZ')), (('escaped', 'VBN'), 'advmod', ('much', 'RB')), (('much', 'RB'), 'nmod', ('confusion', 'NN')), (('confusion', 'NN'), 'case', ('to', 'TO')), (('confusion', 'NN'), 'nmod:poss', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', (""'s"", 'POS'))]"
"Nonetheless , Vernon announces to the family that Vernon 's sister , -LSB- -LSB- Marjorie | Marjorie `` Marge '' Dursley -RSB- -RSB- , is coming to visit for a week .","['Vernon', 'family', 'sister', 'week']","['Vernon:announces', 'family:announces', 'sister:coming', 'week:visit']",[],[],0.0,"[(('announces', 'VBZ'), 'advmod', ('Nonetheless', 'RB')), (('announces', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('announces', 'VBZ'), 'nmod', ('family', 'NN')), (('family', 'NN'), 'case', ('to', 'TO')), (('family', 'NN'), 'det', ('the', 'DT')), (('announces', 'VBZ'), 'ccomp', ('coming', 'VBG')), (('coming', 'VBG'), 'mark', ('that', 'IN')), (('coming', 'VBG'), 'nsubj', ('sister', 'NN')), (('sister', 'NN'), 'nmod:poss', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', (""'s"", 'POS')), (('sister', 'NN'), 'appos', ('Dursley', 'NNP')), (('Dursley', 'NNP'), 'compound', ('-LSB-', 'NNP')), (('Dursley', 'NNP'), 'compound', ('-LSB-', 'NNP')), (('Dursley', 'NNP'), 'compound', ('Marjorie', 'NNP')), (('Dursley', 'NNP'), 'compound', ('|', 'NNP')), (('Dursley', 'NNP'), 'compound', ('Marjorie', 'NNP')), (('Dursley', 'NNP'), 'compound', ('Marge', 'NNP')), (('Dursley', 'NNP'), 'dep', ('-RSB-', 'NNP')), (('-RSB-', 'NNP'), 'compound', ('-RSB-', 'NNP')), (('coming', 'VBG'), 'aux', ('is', 'VBZ')), (('coming', 'VBG'), 'xcomp', ('visit', 'VB')), (('visit', 'VB'), 'mark', ('to', 'TO')), (('visit', 'VB'), 'nmod', ('week', 'NN')), (('week', 'NN'), 'case', ('for', 'IN')), (('week', 'NN'), 'det', ('a', 'DT'))]"
"Harry agrees to behave normally during her visit , if Harry 's uncle will sign Harry 's permission form and has to send Hedwig to Percy , Ronald , Arthur and William for the week due to Marge not knowing that Harry is a wizard .","['Harry', 'visit', 'uncle', 'Percy', 'Ronald', 'Arthur', 'William', 'week', 'Marge', 'Harry']","['Harry:agrees', 'visit:behave', 'uncle:sign', 'Percy:Hedwig', 'Ronald:Hedwig', 'Arthur:Hedwig', 'William:Hedwig', 'week:knowing', 'Marge:due', 'Harry:wizard']","['form', 'Hedwig']","['form:sign', 'Hedwig:send']",0.2023,"[(('agrees', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('agrees', 'VBZ'), 'xcomp', ('behave', 'VB')), (('behave', 'VB'), 'mark', ('to', 'TO')), (('behave', 'VB'), 'advmod', ('normally', 'RB')), (('behave', 'VB'), 'nmod', ('visit', 'NN')), (('visit', 'NN'), 'case', ('during', 'IN')), (('visit', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('agrees', 'VBZ'), 'advcl', ('sign', 'VB')), (('sign', 'VB'), 'mark', ('if', 'IN')), (('sign', 'VB'), 'nsubj', ('uncle', 'NN')), (('uncle', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('sign', 'VB'), 'aux', ('will', 'MD')), (('sign', 'VB'), 'dobj', ('form', 'NN')), (('form', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('form', 'NN'), 'compound', ('permission', 'NN')), (('sign', 'VB'), 'cc', ('and', 'CC')), (('sign', 'VB'), 'conj', ('has', 'VBZ')), (('has', 'VBZ'), 'xcomp', ('send', 'VB')), (('send', 'VB'), 'mark', ('to', 'TO')), (('send', 'VB'), 'dobj', ('Hedwig', 'NNP')), (('Hedwig', 'NNP'), 'nmod', ('Percy', 'NNP')), (('Percy', 'NNP'), 'case', ('to', 'TO')), (('Percy', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Percy', 'NNP'), 'conj', ('Arthur', 'NNP')), (('Percy', 'NNP'), 'cc', ('and', 'CC')), (('Percy', 'NNP'), 'conj', ('William', 'NNP')), (('send', 'VB'), 'advcl', ('knowing', 'VBG')), (('knowing', 'VBG'), 'mark', ('for', 'IN')), (('knowing', 'VBG'), 'nsubj', ('week', 'NN')), (('week', 'NN'), 'det', ('the', 'DT')), (('week', 'NN'), 'amod', ('due', 'JJ')), (('due', 'JJ'), 'nmod', ('Marge', 'NNP')), (('Marge', 'NNP'), 'case', ('to', 'TO')), (('knowing', 'VBG'), 'neg', ('not', 'RB')), (('knowing', 'VBG'), 'ccomp', ('wizard', 'NN')), (('wizard', 'NN'), 'mark', ('that', 'IN')), (('wizard', 'NN'), 'nsubj', ('Harry', 'NNP')), (('wizard', 'NN'), 'cop', ('is', 'VBZ')), (('wizard', 'NN'), 'det', ('a', 'DT'))]"
"On the final night , when she calls James , a lazy good for nothing drunk , Harry loses Harry 's temper and accidentally inflates her .","['night', 'she', 'nothing', 'Harry']","['night:loses', 'she:calls', 'nothing:good', 'Harry:loses']","['James', 'temper', 'her']","['James:calls', 'temper:loses', 'her:inflates']",-0.2028,"[(('loses', 'VBZ'), 'nmod', ('night', 'NN')), (('night', 'NN'), 'case', ('On', 'IN')), (('night', 'NN'), 'det', ('the', 'DT')), (('night', 'NN'), 'amod', ('final', 'JJ')), (('loses', 'VBZ'), 'advcl', ('calls', 'VBZ')), (('calls', 'VBZ'), 'advmod', ('when', 'WRB')), (('calls', 'VBZ'), 'nsubj', ('she', 'PRP')), (('calls', 'VBZ'), 'dobj', ('James', 'NNP')), (('James', 'NNP'), 'appos', ('good', 'NN')), (('good', 'NN'), 'det', ('a', 'DT')), (('good', 'NN'), 'amod', ('lazy', 'JJ')), (('good', 'NN'), 'nmod', ('nothing', 'NN')), (('nothing', 'NN'), 'case', ('for', 'IN')), (('calls', 'VBZ'), 'advmod', ('drunk', 'NN')), (('loses', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('loses', 'VBZ'), 'dobj', ('temper', 'NN')), (('temper', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('loses', 'VBZ'), 'cc', ('and', 'CC')), (('loses', 'VBZ'), 'conj', ('inflates', 'VBZ')), (('inflates', 'VBZ'), 'advmod', ('accidentally', 'RB')), (('inflates', 'VBZ'), 'dobj', ('her', 'PRP'))]"
"She explodes and Harry decides to take Harry 's school things and run away , fearing Harry will almost certainly be expelled from Hogwarts , after using magic outside school .","['She', 'Harry', 'Hogwarts']","['She:explodes', 'Harry:decides', 'Hogwarts:expelled']","['things', 'Harry', 'school']","['things:take', 'Harry:expelled', 'school:using']",-0.5154,"[(('explodes', 'VBZ'), 'nsubj', ('She', 'PRP')), (('explodes', 'VBZ'), 'cc', ('and', 'CC')), (('explodes', 'VBZ'), 'conj', ('decides', 'VBZ')), (('decides', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('decides', 'VBZ'), 'xcomp', ('take', 'VB')), (('take', 'VB'), 'mark', ('to', 'TO')), (('take', 'VB'), 'dobj', ('things', 'NNS')), (('things', 'NNS'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('things', 'NNS'), 'compound', ('school', 'NN')), (('take', 'VB'), 'cc', ('and', 'CC')), (('take', 'VB'), 'conj', ('run', 'VB')), (('run', 'VB'), 'advmod', ('away', 'RB')), (('run', 'VB'), 'parataxis', ('expelled', 'VBN')), (('expelled', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('Harry', 'NNP'), 'compound', ('fearing', 'NNP')), (('expelled', 'VBN'), 'aux', ('will', 'MD')), (('expelled', 'VBN'), 'advmod', ('certainly', 'RB')), (('certainly', 'RB'), 'advmod', ('almost', 'RB')), (('expelled', 'VBN'), 'auxpass', ('be', 'VB')), (('expelled', 'VBN'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('from', 'IN')), (('run', 'VB'), 'advcl', ('using', 'VBG')), (('using', 'VBG'), 'mark', ('after', 'IN')), (('using', 'VBG'), 'dobj', ('school', 'NN')), (('school', 'NN'), 'amod', ('magic', 'JJ')), (('school', 'NN'), 'amod', ('outside', 'JJ'))]"
He reaches Magnolia Crescent and sees a Sirius staring at him .,['He'],['He:reaches'],['Crescent'],['Crescent:reaches'],0.0516,"[(('reaches', 'VBZ'), 'nsubj', ('He', 'PRP')), (('reaches', 'VBZ'), 'dobj', ('Crescent', 'NNP')), (('Crescent', 'NNP'), 'compound', ('Magnolia', 'NNP')), (('reaches', 'VBZ'), 'cc', ('and', 'CC')), (('reaches', 'VBZ'), 'conj', ('sees', 'VBZ')), (('sees', 'VBZ'), 'dobj', ('Sirius', 'NNPS')), (('Sirius', 'NNPS'), 'det', ('a', 'DT')), (('sees', 'VBZ'), 'advcl', ('him', 'PRP')), (('him', 'PRP'), 'case', ('staring', 'VBG')), (('him', 'PRP'), 'case', ('at', 'IN'))]"
"In Harry Harry falls and the Knight Bus , a triple-decker bus designed for wizard transportation , arrives .","['Harry', 'Harry', 'Bus', 'transportation']","['Harry:falls', 'Harry:falls', 'Bus:arrives', 'transportation:designed']",[],[],0.0,"[(('falls', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('In', 'IN')), (('falls', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('falls', 'VBZ'), 'cc', ('and', 'CC')), (('falls', 'VBZ'), 'conj', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'nsubj', ('Bus', 'NN')), (('Bus', 'NN'), 'det', ('the', 'DT')), (('Bus', 'NN'), 'compound', ('Knight', 'NNP')), (('Bus', 'NN'), 'appos', ('bus', 'NN')), (('bus', 'NN'), 'det', ('a', 'DT')), (('bus', 'NN'), 'amod', ('triple-decker', 'JJ')), (('bus', 'NN'), 'acl', ('designed', 'VBN')), (('designed', 'VBN'), 'nmod', ('transportation', 'NN')), (('transportation', 'NN'), 'case', ('for', 'IN')), (('transportation', 'NN'), 'amod', ('wizard', 'JJ'))]"
The dog vanishes and is nowhere in sight .,['dog'],['dog:vanishes'],[],[],0.0,"[(('vanishes', 'VBZ'), 'nsubj', ('dog', 'NN')), (('dog', 'NN'), 'det', ('The', 'DT')), (('vanishes', 'VBZ'), 'cc', ('and', 'CC')), (('vanishes', 'VBZ'), 'conj', ('sight', 'NN')), (('sight', 'NN'), 'cop', ('is', 'VBZ')), (('sight', 'NN'), 'advmod', ('nowhere', 'RB')), (('sight', 'NN'), 'case', ('in', 'IN'))]"
